
timestamp,humidity_dht,temperature_dht,soil_moisture_sensor,rain_level,api_temp,precip_mm,last_update
2025-04-08T14:39:29.833269,15.0,23.0,95.84615384615384,69.20821114369501,32.1,0.0,2025-04-08 13:30,0.63216984,26.578
2025-04-08T14:39:39.810071,15.0,23.0,95.84615384615384,69.11045943304008,32.1,0.0,2025-04-08 13:30,0.63216984,26.578
2025-04-08T14:39:49.806916,15.0,23.0,95.6923076923077,69.01270772238514,32.1,0.0,2025-04-08 13:30,0.63216984,26.578
2025-04-08T14:39:59.816971,15.0,23.0,95.6923076923077,68.91495601173021,32.1,0.0,2025-04-08 13:30,0.63216984,26.578
2025-04-08T14:40:09.805170,15.0,23.0,96.3076923076923,69.59921798631476,32.1,0.0,2025-04-08 13:30,0.63216984,26.578
2025-04-08T14:40:19.851308,15.0,23.0,95.6923076923077,69.11045943304008,32.1,0.0,2025-04-08 13:30,0.63216984,26.578
2025-04-08T14:40:29.817678,15.0,23.0,96.3076923076923,69.20821114369501,32.1,0.0,2025-04-08 13:30,0.63216984,26.578
2025-04-08T14:40:39.819413,15.0,23.0,96.46153846153847,69.59921798631476,32.1,0.0,2025-04-08 13:30,0.63216984,26.578
2025-04-08T14:40:49.838610,15.0,23.0,95.6923076923077,69.11045943304008,32.1,0.0,2025-04-08 13:30,0.63216984,26.578
2025-04-08T14:40:59.829496,15.0,23.0,95.6923076923077,69.01270772238514,32.1,0.0,2025-04-08 13:30,0.63216984,26.578
2025-04-08T14:41:09.880507,15.0,23.0,95.6923076923077,69.01270772238514,32.1,0.0,2025-04-08 13:30,0.63216984,26.578
2025-04-08T14:41:19.827666,15.0,23.0,96.15384615384616,69.01270772238514,32.1,0.0,2025-04-08 13:30,0.63216984,26.578
2025-04-08T14:41:29.843721,15.0,23.0,95.38461538461539,68.71945259042033,32.1,0.0,2025-04-08 13:30,0.63216984,26.578
2025-04-08T14:41:39.820826,15.0,23.0,95.84615384615384,69.11045943304008,32.1,0.0,2025-04-08 13:30,0.63216984,26.578
2025-04-08T14:41:49.808267,15.0,23.0,95.6923076923077,69.01270772238514,32.1,0.0,2025-04-08 13:30,0.63216984,26.578
2025-04-08T14:41:59.848876,15.0,23.0,95.84615384615384,69.30596285434996,32.1,0.0,2025-04-08 13:30,0.63216984,26.578
2025-04-08T14:42:09.829107,15.0,23.0,96.15384615384616,69.40371456500489,32.1,0.0,2025-04-08 13:30,0.63216984,26.578
2025-04-08T14:42:19.848815,15.0,23.0,96.46153846153847,69.6969696969697,32.1,0.0,2025-04-08 13:30,0.63216984,26.578
2025-04-08T14:42:29.839001,15.0,23.0,95.84615384615384,69.11045943304008,32.1,0.0,2025-04-08 13:30,0.63216984,26.578
2025-04-08T14:42:39.832238,15.0,23.0,95.07692307692308,68.42619745845552,32.1,0.0,2025-04-08 13:30,0.63216984,26.578
2025-04-08T14:42:49.859650,15.0,23.0,95.23076923076923,68.6217008797654,32.1,0.0,2025-04-08 13:30,0.63216984,26.578
2025-04-08T14:42:59.820169,15.0,23.0,96.0,69.30596285434996,32.1,0.0,2025-04-08 13:30,0.63216984,26.578
2025-04-08T14:43:09.850172,15.0,23.0,96.46153846153847,69.59921798631476,32.1,0.0,2025-04-08 13:30,0.63216984,26.578
2025-04-08T14:43:19.881544,15.0,23.0,96.76923076923077,69.9902248289345,32.1,0.0,2025-04-08 13:30,0.63216984,26.578
2025-04-08T14:43:29.830913,15.0,23.0,95.84615384615384,69.11045943304008,32.1,0.0,2025-04-08 13:30,0.63216984,26.578
2025-04-08T14:43:39.908368,15.0,23.0,95.23076923076923,68.6217008797654,32.1,0.0,2025-04-08 13:30,0.63216984,26.578
